Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Column_11,Column_12,Column_13,Column_14,Column_15,Column_16,Column_17,Column_18,Column_19,Column_20,Column_21,Column_22,Column_23,Column_24,Column_25
0.40812,0.40812,0.40812,0.40812,0.40812,0.40812,0.40812,0.40812,0.40812,0.40812,0.40812,0.40812,0.40812,0.40812,0.40812,0.40812,0.40812,0.40812,0.40812,0.40812,0.40812,0.40812,0.40812,0.40812,0.40812
0.136251,0.136251,0.136251,0.136251,0.136251,0.136251,0.136251,0.136251,0.136251,0.136251,0.136251,0.136251,0.136251,0.136251,0.136251,0.136251,0.136251,0.136251,0.136251,0.136251,0.136251,0.136251,0.136251,0.136251,0.136251
0.177501,0.177501,0.177501,0.177501,0.177501,0.177501,0.177501,0.177501,0.177501,0.177501,0.177501,0.177501,0.177501,0.177501,0.177501,0.177501,0.177501,0.177501,0.177501,0.177501,0.177501,0.177501,0.177501,0.177501,0.177501
0.6431399999999999,0.6431399999999999,0.6431399999999999,0.6431399999999999,0.6431399999999999,0.6431399999999999,0.6431399999999999,0.6431399999999999,0.6431399999999999,0.6431399999999999,0.6431399999999999,0.6431399999999999,0.6431399999999999,0.6431399999999999,0.6431399999999999,0.6431399999999999,0.6431399999999999,0.6431399999999999,0.6431399999999999,0.6431399999999999,0.6431399999999999,0.6431399999999999,0.6431399999999999,0.6431399999999999,0.6431399999999999
0.5918700000000001,0.5918700000000001,0.5918700000000001,0.5918700000000001,0.5918700000000001,0.5918700000000001,0.5918700000000001,0.5918700000000001,0.5918700000000001,0.5918700000000001,0.5918700000000001,0.5918700000000001,0.5918700000000001,0.5918700000000001,0.5918700000000001,0.5918700000000001,0.5918700000000001,0.5918700000000001,0.5918700000000001,0.5918700000000001,0.5918700000000001,0.5918700000000001,0.5918700000000001,0.5918700000000001,0.5918700000000001
0.99876,0.99876,0.99876,0.99876,0.99876,0.99876,0.99876,0.99876,0.99876,0.99876,0.99876,0.99876,0.99876,0.99876,0.99876,0.99876,0.99876,0.99876,0.99876,0.99876,0.99876,0.99876,0.99876,0.99876,0.99876
0.42438000000000003,0.42438000000000003,0.42438000000000003,0.42438000000000003,0.42438000000000003,0.42438000000000003,0.42438000000000003,0.42438000000000003,0.42438000000000003,0.42438000000000003,0.42438000000000003,0.42438000000000003,0.42438000000000003,0.42438000000000003,0.42438000000000003,0.42438000000000003,0.42438000000000003,0.42438000000000003,0.42438000000000003,0.42438000000000003,0.42438000000000003,0.42438000000000003,0.42438000000000003,0.42438000000000003,0.42438000000000003
0.6500100000000001,0.6500100000000001,0.6500100000000001,0.6500100000000001,0.6500100000000001,0.6500100000000001,0.6500100000000001,0.6500100000000001,0.6500100000000001,0.6500100000000001,0.6500100000000001,0.6500100000000001,0.6500100000000001,0.6500100000000001,0.6500100000000001,0.6500100000000001,0.6500100000000001,0.6500100000000001,0.6500100000000001,0.6500100000000001,0.6500100000000001,0.6500100000000001,0.6500100000000001,0.6500100000000001,0.6500100000000001
0.43689,0.43689,0.43689,0.43689,0.43689,0.43689,0.43689,0.43689,0.43689,0.43689,0.43689,0.43689,0.43689,0.43689,0.43689,0.43689,0.43689,0.43689,0.43689,0.43689,0.43689,0.43689,0.43689,0.43689,0.43689
0.43062,0.43062,0.43062,0.43062,0.43062,0.43062,0.43062,0.43062,0.43062,0.43062,0.43062,0.43062,0.43062,0.43062,0.43062,0.43062,0.43062,0.43062,0.43062,0.43062,0.43062,0.43062,0.43062,0.43062,0.43062
