0,1,2,3,4,5,6,7
0.41280864197530864,0.41280864197530864,0.41280864197530864,0.41280864197530864,0.41280864197530864,0.41280864197530864,0.41280864197530864,0.41280864197530864
0.47993827160493824,0.47993827160493824,0.47993827160493824,0.47993827160493824,0.47993827160493824,0.47993827160493824,0.47993827160493824,0.47993827160493824
0.5007716049382716,0.5007716049382716,0.5007716049382716,0.5007716049382716,0.5007716049382716,0.5007716049382716,0.5007716049382716,0.5007716049382716
0.5277777777777778,0.5277777777777778,0.5277777777777778,0.5277777777777778,0.5277777777777778,0.5277777777777778,0.5277777777777778,0.5277777777777778
0.5297067901234568,0.5297067901234568,0.5297067901234568,0.5297067901234568,0.5297067901234568,0.5297067901234568,0.5297067901234568,0.5297067901234568
0.5385802469135802,0.5385802469135802,0.5385802469135802,0.5385802469135802,0.5385802469135802,0.5385802469135802,0.5385802469135802,0.5385802469135802
0.5320216049382716,0.5320216049382716,0.5320216049382716,0.5320216049382716,0.5320216049382716,0.5320216049382716,0.5320216049382716,0.5320216049382716
0.5285493827160493,0.5285493827160493,0.5285493827160493,0.5285493827160493,0.5285493827160493,0.5285493827160493,0.5285493827160493,0.5285493827160493
0.5543981481481481,0.5543981481481481,0.5543981481481481,0.5543981481481481,0.5543981481481481,0.5543981481481481,0.5543981481481481,0.5543981481481481
0.6817129629629629,0.6817129629629629,0.6817129629629629,0.6817129629629629,0.6817129629629629,0.6817129629629629,0.6817129629629629,0.6817129629629629
0.9309413580246914,0.9309413580246914,0.9309413580246914,0.9309413580246914,0.9309413580246914,0.9309413580246914,0.9309413580246914,0.9309413580246914
0.9710648148148148,0.9710648148148148,0.9710648148148148,0.9710648148148148,0.9710648148148148,0.9710648148148148,0.9710648148148148,0.9710648148148148
0.9845679012345678,0.9845679012345678,0.9845679012345678,0.9845679012345678,0.9845679012345678,0.9845679012345678,0.9845679012345678,0.9845679012345678
0.9884259259259258,0.9884259259259258,0.9884259259259258,0.9884259259259258,0.9884259259259258,0.9884259259259258,0.9884259259259258,0.9884259259259258
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
0.9907407407407407,0.9907407407407407,0.9907407407407407,0.9907407407407407,0.9907407407407407,0.9907407407407407,0.9907407407407407,0.9907407407407407
0.9864969135802468,0.9864969135802468,0.9864969135802468,0.9864969135802468,0.9864969135802468,0.9864969135802468,0.9864969135802468,0.9864969135802468
0.9594907407407407,0.9594907407407407,0.9594907407407407,0.9594907407407407,0.9594907407407407,0.9594907407407407,0.9594907407407407,0.9594907407407407
0.9564043209876543,0.9564043209876543,0.9564043209876543,0.9564043209876543,0.9564043209876543,0.9564043209876543,0.9564043209876543,0.9564043209876543
0.9525462962962963,0.9525462962962963,0.9525462962962963,0.9525462962962963,0.9525462962962963,0.9525462962962963,0.9525462962962963,0.9525462962962963
0.9494598765432098,0.9494598765432098,0.9494598765432098,0.9494598765432098,0.9494598765432098,0.9494598765432098,0.9494598765432098,0.9494598765432098
0.9564043209876543,0.9564043209876543,0.9564043209876543,0.9564043209876543,0.9564043209876543,0.9564043209876543,0.9564043209876543,0.9564043209876543
0.9440586419753086,0.9440586419753086,0.9440586419753086,0.9440586419753086,0.9440586419753086,0.9440586419753086,0.9440586419753086,0.9440586419753086
